No.,Object Name,RA-s,Dec-s,RA,Dec,Redshift (z),cz,z flag,Phys Type,EM Region,Reference,Note,Photometry,Position,Redshift,Diameter,Distances,Classification,Images,Spectra
522,EIS J033241.44-274747.2,03h32m41.4020s,-27d47m46.980s,53.17250833333,-27.79638333333,0.34742578,104155.628558767,SLS,G,"IR,Vis",36,0,121,17,21,0,0,0,5,0
523,CANDELS J033241.42-274615.3,03h32m41.4090s,-27d46m15.510s,53.1725375,-27.770975,1.843,552517.500094,SUN,G,"IR,Vis",17,0,68,9,10,0,0,0,5,0
524,ACS-GC 90043504,03h32m41.4280s,-27d46m51.600s,53.17261666667,-27.781,0.61989669,185840.352401164,SLS,G,"IR,Vis",44,0,125,21,27,0,0,0,5,0
525,ACS-GC 90040407,03h32m41.4290s,-27d49m17.060s,53.17262083333,-27.82140555556,0.602651,180670.224606158,PUN,G,"IR,Vis",24,0,86,10,15,0,0,0,5,0
526,CANDELS J033241.42-274929.5,03h32m41.4320s,-27d49m29.390s,53.17263333333,-27.82483055556,0.821905,246400.92019249,PUN,*,"IR,Vis",17,0,79,7,6,0,0,0,5,0
527,CANDELS J033241.47-274634.8,03h32m41.4570s,-27d46m34.660s,53.1727375,-27.77629444444,2.45414333,735733.661185005,SLS,G,"IR,Vis",23,0,71,8,15,0,0,0,5,0
528,CANDELS J033241.45-274729.3,03h32m41.4570s,-27d47m29.420s,53.1727375,-27.79150555556,0.62053864,186032.804169577,SLS,G,"IR,Vis",25,0,86,13,16,0,0,0,5,0
529,CANDELS J033241.50-274911.2,03h32m41.4930s,-27d49m11.200s,53.1728875,-27.81977777778,0.998452,299328.379275016,PUN,G,"IR,Vis",19,0,51,8,12,0,0,0,5,0
530,CANDELS J033241.51-274642.1,03h32m41.5070s,-27d46m42.300s,53.17294583333,-27.77841666667,1.30604653,391542.899491071,SLS,G,"IR,Vis",24,0,66,11,17,0,0,0,5,0
531,GMASS 1323,03h32m41.5120s,-27d45m32.600s,53.17296666667,-27.75905555556,0.1469,44039.5120802,UUN,G,"IR,UV,Vis,Xray",34,0,108,17,22,0,0,0,5,0
532,EIS J033241.53-274640.4,03h32m41.5220s,-27d46m40.310s,53.17300833333,-27.77786388889,1.09573171,328492.102649443,SLS,G,"IR,Vis",36,0,92,15,21,0,0,0,5,0
533,CANDELS J033241.54-274824.4,03h32m41.5490s,-27d48m24.440s,53.17312083333,-27.80678888889,2.072179,621223.635825982,S1L,G,"IR,Vis",22,0,46,14,16,0,0,0,5,0
534,ACS-GC 90042364,03h32m41.5580s,-27d47m48.090s,53.17315833333,-27.79669166667,0.43414594,130153.678483321,SLS,G,"IR,Vis",28,0,106,14,21,0,0,0,5,0
535,ACS-GC 90044088,03h32m41.5590s,-27d48m48.000s,53.1731625,-27.81333333333,0.0295856458936,8869.55350395995,SLS,G,"IR,Vis",24,0,83,8,12,0,0,0,5,0
536,CANDELS J033241.56-274925.3,03h32m41.5640s,-27d49m25.290s,53.17318333333,-27.82369166667,0.933461,279844.567637138,PUN,G,"IR,Vis",13,0,39,6,8,0,0,0,5,0
537,COMBO-17 33345,03h32m41.5700s,-27d47m57.470s,53.17320833333,-27.79929722222,0.1514,45388.5781412,SLS,G,"IR,Vis",19,0,61,4,11,0,0,0,5,0
538,CANDELS J033241.59-274901.7,03h32m41.5960s,-27d49m01.770s,53.17331666667,-27.81715833333,0.840919,252101.173988902,PUN,G,"IR,Vis",21,0,64,10,13,0,0,0,5,0
539,CANDELS J033241.62-274913.0,03h32m41.6210s,-27d49m12.930s,53.17342083333,-27.82025833333,1.0144,304109.4693952,PUN,G,"IR,Vis",18,0,67,7,11,0,0,0,5,0
540,CANDELS J033241.62-274856.6,03h32m41.6260s,-27d48m56.510s,53.17344166667,-27.81569722222,1.047,313882.703526,PUN,G,"IR,Vis",19,0,37,8,15,0,0,0,5,0
541,ACS-GC 90042399,03h32m41.6670s,-27d47m50.560s,53.1736125,-27.79737777778,0.66579621,199600.682322984,SLS,G,"IR,Vis,Xray",32,0,106,18,24,0,0,0,5,0
542,CANDELS J033241.67-274829.6,03h32m41.6680s,-27d48m29.760s,53.17361666667,-27.80826666667,1.994275,597868.60417795,SUN,G,"IR,Vis,Xray",28,0,91,14,18,0,0,0,5,0
543,CANDELS J033241.67-274543.5,03h32m41.6720s,-27d45m43.590s,53.17363333333,-27.76210833333,0.564143,169125.816633494,PUN,G,"IR,Vis",16,0,48,8,11,0,0,0,5,0
544,CANDELS J033241.70-274746.8,03h32m41.7000s,-27d47m47.080s,53.17375,-27.79641111111,3.133,939249.770914,PUN,G,"IR,Vis",21,0,68,10,12,0,0,0,5,0
545,COMBO-17 34249,03h32m41.7500s,-27d47m27.820s,53.17395833333,-27.79106111111,1.2275,367995.242195,PUN,G,"IR,Vis",13,0,45,4,6,0,0,0,5,0
546,CANDELS J033241.76-274725.5,03h32m41.7660s,-27d47m25.520s,53.174025,-27.79042222222,2.47812227,742922.36654784,SLS,G,"IR,Vis",23,0,77,11,14,0,0,0,5,0
547,CANDELS J033241.77-274637.1,03h32m41.7730s,-27d46m37.170s,53.17405416667,-27.77699166667,0.66537041,199473.030694368,SLS,G,"IR,Vis",21,0,81,10,12,0,0,0,5,0
548,CANDELS J033241.83-274541.3,03h32m41.8270s,-27d45m41.350s,53.17427916667,-27.76148611111,0.97823,293265.97618934,PUN,G,"IR,Vis",13,0,52,7,7,0,0,0,5,0
549,COMBO-17 35335,03h32m41.8440s,-27d46m57.370s,53.17435,-27.78260277778,1.99821677,599050.317095121,SLS,G,"IR,Vis",28,0,75,12,19,0,0,0,5,0
550,CANDELS J033241.85-274843.3,03h32m41.8470s,-27d48m43.460s,53.1743625,-27.81207222222,0.281,84241.680698,PUN,G,"IR,Vis",18,0,57,7,11,0,0,0,5,0
551,CANDELS J033241.85-274721.8,03h32m41.8520s,-27d47m21.950s,53.17438333333,-27.78943055556,1.31683448,394777.045538352,SLS,G,"IR,Vis",27,0,79,15,18,0,0,0,5,0
552,CANDELS J033241.86-274651.1,03h32m41.8570s,-27d46m51.140s,53.17440416667,-27.78087222222,0.73410301,220078.545793099,SLS,G,"IR,Vis",31,0,80,13,20,0,0,0,5,0
553,CANDELS J033241.85-274845.7,03h32m41.8620s,-27d48m45.920s,53.174425,-27.81275555556,0.968113,290232.975891754,PUN,G,"IR,Vis",20,0,81,10,13,0,0,0,5,0
554,EIS J033241.90-274854.0,03h32m41.8880s,-27d48m53.840s,53.17453333333,-27.81495555556,0.6663,199751.7147654,UUN,G,"IR,UV,Vis,Xray",40,2,106,16,24,0,0,0,5,0
555,CANDELS J033241.90-274743.3,03h32m41.9170s,-27d47m43.490s,53.17465416667,-27.79541388889,2.96786506,889743.561349717,SLS,G,Vis,17,0,37,8,10,0,0,0,5,0
556,EIS J033241.96-274757.6,03h32m41.9420s,-27d47m57.660s,53.17475833333,-27.79935,0.15149408,45416.7826156486,SLS,G,"IR,Vis,Xray",39,0,97,16,20,0,0,0,5,0
557,CANDELS J033241.96-274828.6,03h32m41.9820s,-27d48m28.630s,53.174925,-27.80795277778,0.998,299192.873084,PUN,G,"IR,Vis",16,0,49,5,8,0,0,0,5,0
558,COMBO-17 34994,03h32m42.0470s,-27d47m05.250s,53.17519583333,-27.78479166667,1.01,302790.38258,PUN,G,Vis,11,0,42,2,4,0,0,0,5,0
559,CANDELS J033242.13-274840.4,03h32m42.1310s,-27d48m40.380s,53.17554583333,-27.81121666667,0.974189,292054.514866562,PUN,G,"IR,Vis",16,0,57,8,10,0,0,0,5,0
560,CANDELS J033242.13-274824.8,03h32m42.1330s,-27d48m24.950s,53.17555416667,-27.80693055556,1.55788706,467042.791003793,SLS,G,"IR,Vis",20,0,66,11,12,0,0,0,5,0
561,CANDELS J033242.13-274910.2,03h32m42.1400s,-27d49m10.230s,53.17558333333,-27.81950833333,0.937814,281149.564206812,PUN,G,"IR,Vis",16,0,35,7,11,0,0,0,5,0
562,CANDELS J033242.15-274903.1,03h32m42.1690s,-27d49m03.110s,53.17570416667,-27.81753055556,0.62,185871.32396,PUN,G,"IR,Vis",14,0,28,4,8,0,0,0,5,0
563,CANDELS J033242.16-274852.4,03h32m42.1790s,-27d48m52.420s,53.17574583333,-27.81456111111,0.929,278507.193482,PUN,G,Vis,8,0,27,3,3,0,0,0,5,0
564,CANDELS J033242.19-274859.6,03h32m42.1910s,-27d48m59.570s,53.17579583333,-27.81654722222,2.08,623568.31264,SUN,G,"IR,Vis",19,0,33,10,13,0,0,0,5,0
565,CANDELS J033242.20-274736.9,03h32m42.2100s,-27d47m36.760s,53.175875,-27.79354444444,0.99624853,298667.795587587,SLS,G,"IR,Vis",20,0,88,11,12,0,0,0,5,0
566,CANDELS J033242.22-274733.0,03h32m42.2170s,-27d47m33.090s,53.17590416667,-27.792525,0.857944,257205.140586352,PUN,G,"IR,Vis",27,0,92,17,19,0,0,0,5,0
567,CANDELS J033242.25-274625.3,03h32m42.2570s,-27d46m25.470s,53.17607083333,-27.77374166667,1.28838655,386248.57067864,SLS,G,"IR,Vis",40,0,122,23,29,0,0,0,5,0
568,CANDELS J033242.25-274915.0,03h32m42.2590s,-27d49m15.020s,53.17607916667,-27.82083888889,0.983889,294962.501709162,PUN,G,"IR,Vis",15,0,44,6,8,0,0,0,5,0
569,EIS J033242.29-274746.3,03h32m42.2830s,-27d47m46.160s,53.17617916667,-27.79615555556,0.99768268,299097.742941227,SLS,G,"IR,Vis,Xray",68,0,145,32,40,0,0,0,5,0
570,CANDELS J033242.29-274644.0,03h32m42.2880s,-27d46m44.140s,53.1762,-27.77892777778,5.24723957,1573082.84840516,SLS,G,"IR,Vis",15,0,72,6,7,0,0,0,5,0
571,CANDELS J033242.31-274651.0,03h32m42.3210s,-27d46m51.180s,53.1763375,-27.78088333333,0.53549742,160538.087794458,SLS,G,"IR,Vis",26,0,84,10,15,0,0,0,5,0
572,CANDELS J033242.32-274853.1,03h32m42.3240s,-27d48m53.100s,53.17635,-27.81475,2.4403,731583.5352574,SLS,G,"IR,Vis",22,0,76,12,17,0,0,0,5,0
573,CANDELS J033242.32-274816.6,03h32m42.3350s,-27d48m16.510s,53.17639583333,-27.80458611111,1.416,424506.120528,PUN,G,"IR,Vis",17,0,58,6,8,0,0,0,5,0
574,CANDELS J033242.35-274722.9,03h32m42.3490s,-27d47m23.040s,53.17645416667,-27.78973333333,0.42418976,127168.89080883,SLS,G,"IR,Vis",24,0,85,11,15,0,0,0,5,0
575,VUDS 0530039294,03h32m42.3510s,-27d48m48.370s,53.1764625,-27.81343611111,2.68,803443.78744,SUN,G,"IR,Vis",15,0,43,6,8,0,0,0,5,0
576,GMASS 0815,03h32m42.3560s,-27d46m57.240s,53.17648333333,-27.78256666667,0.33245796,99668.3890100657,SLS,G,"IR,Vis",33,0,112,18,24,0,0,0,5,0
577,ASPECS 1 mm.15,03h32m42.3720s,-27d47m07.800s,53.17655,-27.7855,1.31706426,394845.931849351,SLS,G,"IR,Radio,Vis",44,0,103,20,31,0,0,0,5,0
578,EIS J033242.43-274759.1,03h32m42.4050s,-27d47m58.920s,53.1766875,-27.7997,0.0008154,244.4507702532,SLS,*,"IR,Vis",28,0,102,10,7,0,0,0,5,0
579,CANDELS J033242.49-274551.6,03h32m42.4958s,-27d45m51.681s,53.17706583333,-27.76435583333,3.6052,1080811.7695816,SLS,G,"IR,Vis",29,0,50,14,25,0,0,0,5,0
580,COMBO-17 32314,03h32m42.5770s,-27d48m28.080s,53.17740416667,-27.8078,1.41342334,423733.65729317,SLS,G,"IR,Vis",16,0,36,5,10,0,0,0,5,0
581,CANDELS J033242.60-274840.1,03h32m42.5970s,-27d48m40.170s,53.1774875,-27.81115833333,0.642216,192531.513206928,PUN,G,"IR,Vis",17,0,57,9,11,0,0,0,5,0
582,CANDELS J033242.66-274713.0,03h32m42.6630s,-27d47m13.140s,53.1777625,-27.78698333333,0.9538736,285964.111165309,SLS,G,"IR,Vis",27,0,98,14,19,0,0,0,5,0
583,CANDELS J033242.76-274900.9,03h32m42.7590s,-27d49m00.870s,53.1781625,-27.81690833333,0.047,14090.245526,PUN,G,"IR,Vis",13,0,28,5,8,0,0,0,5,0
584,CANDELS J033242.76-274633.2,03h32m42.7600s,-27d46m33.330s,53.17816666667,-27.775925,0.61964013,185763.43764814,SLS,G,"IR,Vis",20,0,61,11,15,0,0,0,5,0
585,CANDELS J033242.77-274827.4,03h32m42.7710s,-27d48m27.540s,53.1782125,-27.80765,1.22403653,366956.920010491,SLS,G,"IR,Vis",22,0,83,11,15,0,0,0,5,0
586,CANDELS J033242.77-274714.2,03h32m42.7730s,-27d47m14.280s,53.17822083333,-27.7873,0.3476655,104227.494806799,SLS,G,"IR,Vis",22,0,85,11,14,0,0,0,5,0
587,CANDELS J033242.78-274626.4,03h32m42.7770s,-27d46m26.660s,53.1782375,-27.77407222222,3.671663,1100736.87571765,SUN,G,"IR,Vis",28,0,90,19,20,0,0,0,5,0
588,VUDS 0530038975,03h32m42.7900s,-27d48m56.820s,53.17829166667,-27.81578333333,2.6933,807431.0271314,SUN,G,"IR,Vis",19,0,44,8,11,0,0,0,5,0
589,COMBO-17 33694,03h32m42.8020s,-27d47m43.590s,53.17834166667,-27.79544166667,3.201,959635.658058,PUN,G,Vis,7,0,29,2,4,0,0,0,5,0
590,COMBO-17 32462,03h32m42.8160s,-27d48m23.250s,53.1784,-27.80645833333,1.765,529133.68837,PUN,G,"IR,Vis",16,0,42,4,8,0,0,0,5,0
591,CANDELS J033242.81-274631.7,03h32m42.8170s,-27d46m31.750s,53.17840416667,-27.77548611111,0.53577462,160621.190263816,SLS,G,"IR,Vis",19,0,59,10,14,0,0,0,5,0
592,CANDELS J033242.83-274559.5,03h32m42.8340s,-27d45m59.700s,53.178475,-27.76658333333,0.722198,216509.513582684,PUN,G,"IR,Vis",17,0,70,9,11,0,0,0,5,0
593,COMBO-17 31126,03h32m42.8650s,-27d49m00.120s,53.17860416667,-27.8167,2.722,816035.070676,PUN,G,Vis,5,0,26,2,3,0,0,0,5,0
594,CANDELS J033242.93-274857.4,03h32m42.9260s,-27d48m57.380s,53.17885833333,-27.81593888889,0.88473,265235.38136634,PUN,G,"IR,Vis",19,0,49,8,13,0,0,0,5,0
595,CANDELS J033242.95-274755.2,03h32m42.9420s,-27d47m55.330s,53.178925,-27.79870277778,1.08821163,326237.639381887,SLS,G,"IR,Vis",23,0,66,12,16,0,0,0,5,0
596,ASPECS 1 mm.13,03h32m42.9590s,-27d46m49.890s,53.17899583333,-27.780525,1.034656,310182.065424448,SUN,G,"IR,Radio,Vis",38,0,98,18,29,0,0,0,5,0
597,CANDELS J033242.96-274802.8,03h32m42.9590s,-27d48m02.820s,53.17899583333,-27.80078333333,2.88898661,866096.396940987,SLS,G,"IR,Vis",19,0,53,9,11,0,0,0,5,0
598,COMBO-17 35993,03h32m42.9910s,-27d46m37.010s,53.17912916667,-27.77694722222,3.149,944046.450242,PUN,G,Vis,8,0,27,2,4,0,0,0,5,0
599,CANDELS J033243.02-274648.9,03h32m43.0280s,-27d46m49.140s,53.17928333333,-27.78031666667,1.034585,310160.78015993,SUN,G,Vis,24,0,64,12,17,0,0,0,5,0
600,CANDELS J033243.06-274615.6,03h32m43.0780s,-27d46m15.630s,53.17949166667,-27.77100833333,0.21681314,64998.9441672981,SLS,G,"IR,Vis",18,0,47,9,12,0,0,0,5,0
601,CANDELS J033243.08-274558.2,03h32m43.0970s,-27d45m58.220s,53.17957083333,-27.76617222222,0.65,194865.0977,SLS,G,"IR,Vis",15,0,40,6,8,0,0,0,5,0
602,CANDELS J033243.10-274722.4,03h32m43.1030s,-27d47m22.540s,53.17959583333,-27.78959444444,0.41933721,125714.132916762,SLS,G,"IR,Vis",22,0,85,11,14,0,0,0,5,0
603,CANDELS J033243.11-274614.0,03h32m43.1050s,-27d46m14.270s,53.17960416667,-27.77063055556,2.85058836,854584.891190589,SLS,G,"IR,Vis",18,0,52,8,10,0,0,0,5,0
604,CANDELS J033243.14-274556.3,03h32m43.1460s,-27d45m56.640s,53.179775,-27.76573333333,0.61495,184357.3720471,PUN,G,"IR,Vis",12,0,40,6,7,0,0,0,5,0
605,CANDELS J033243.15-274801.9,03h32m43.1510s,-27d48m01.620s,53.17979583333,-27.80045,1.505,451187.64929,PUN,G,"IR,Vis",12,0,36,4,5,0,0,0,5,0
606,EIS J033243.26-274756.3,03h32m43.2500s,-27d47m56.180s,53.18020833333,-27.79893888889,0.66751502,200115.968597719,SLS,G,"IR,Radio,Vis",54,0,120,28,31,0,0,0,5,0
607,COMBO-17 33683,03h32m43.2530s,-27d47m44.370s,53.18022083333,-27.79565833333,0.961,288100.552138,PUN,G,Vis,11,0,45,3,6,0,0,0,5,0
608,GMASS 0505,03h32m43.3600s,-27d47m43.620s,53.18066666667,-27.79545,1.60988,482629.88228504,S1L,G,"IR,Vis",33,0,84,15,20,0,0,0,5,0
609,VUDS 0530043719,03h32m43.3910s,-27d47m10.660s,53.18079583333,-27.78629444444,2.69004245,806454.438209842,SLS,G,"IR,Vis",30,0,82,17,20,0,0,0,5,0
610,CANDELS J033243.39-274714.3,03h32m43.3970s,-27d47m14.490s,53.18082083333,-27.78735833333,0.965495,289448.11923671,PUN,G,"IR,Vis",21,0,64,10,15,0,0,0,5,0
611,IRAC J033243.44-274634.3,03h32m43.4208s,-27d46m34.464s,53.18092,-27.77624,0.66734025,200063.573869834,SLS,G,"IR,Radio,Vis,Xray",38,0,120,25,26,0,0,0,5,0
612,CANDELS J033243.47-274712.8,03h32m43.4600s,-27d47m13.000s,53.18108333333,-27.78694444444,1.09516608,328322.531041425,SLS,G,"IR,Vis",31,0,89,16,23,0,0,0,5,0
613,CANDELS J033243.54-274611.9,03h32m43.5390s,-27d46m11.860s,53.1814125,-27.76996111111,0.96109,288127.53345922,PUN,G,"IR,Vis",14,0,33,6,9,0,0,0,5,0
614,CANDELS J033243.54-274811.3,03h32m43.5400s,-27d48m11.190s,53.18141666667,-27.80310833333,0.52319264,156849.207553109,SLS,G,"IR,Vis",18,0,49,9,11,0,0,0,5,0
615,EIS J033243.58-274717.1,03h32m43.5640s,-27d47m16.840s,53.18151666667,-27.78801111111,0.21323454,63926.1068770993,SLS,G,"IR,UV,Vis",37,0,109,16,25,0,0,0,5,0
616,COMBO-17 35352,03h32m43.5780s,-27d46m59.300s,53.181575,-27.78313888889,1.254,375939.742332,PUN,G,"IR,Vis,Xray",23,0,64,7,15,0,0,0,5,0
617,EIS J033243.60-274804.9,03h32m43.5820s,-27d48m04.770s,53.18159166667,-27.801325,0.73632688,220745.245246671,SLS,G,"IR,Vis",42,0,111,19,24,0,0,0,5,0
618,CANDELS J033243.68-274646.3,03h32m43.6870s,-27d46m46.450s,53.18202916667,-27.77956944444,2.476187,742342.187197646,SLS,G,"IR,Vis",25,0,102,11,18,0,0,0,5,0
619,CANDELS J033243.72-274738.3,03h32m43.7190s,-27d47m38.520s,53.1821625,-27.79403333333,0.73386437,220007.003320921,SLS,G,"IR,Vis",24,0,81,13,15,0,0,0,5,0
620,COMBO-17 35205,03h32m43.7700s,-27d47m00.170s,53.182375,-27.78338055556,2.451,734791.314558,PUN,G,Vis,10,0,38,2,4,0,0,0,5,0
621,EIS J033243.83-274605.6,03h32m43.8170s,-27d46m05.400s,53.18257083333,-27.76816666667,0.1885909973736,56538.1586593031,SLS,*,"IR,Vis",19,0,73,7,5,0,0,0,5,0
622,CANDELS J033243.95-274715.5,03h32m43.9590s,-27d47m15.810s,53.1831625,-27.787725,3.09286164,927216.593309511,SLS,G,"IR,Vis",18,0,44,10,13,0,0,0,5,0
623,GMASS 1018,03h32m43.9970s,-27d46m25.680s,53.18332083333,-27.7738,2.69783693,808791.164527874,SLS,G,"IR,Vis",24,0,82,13,15,0,0,0,5,0
624,CANDELS J033244.20-274647.0,03h32m44.2020s,-27d46m47.070s,53.184175,-27.77974166667,0.66911981,200597.072536393,SLS,G,"IR,Vis",26,0,99,17,22,0,0,0,5,0
625,COMBO-17 35200,03h32m44.2720s,-27d47m00.320s,53.18446666667,-27.78342222222,1.008,302190.797664,PUN,G,Vis,13,0,36,3,7,0,0,0,5,0
626,CANDELS J033244.29-274725.4,03h32m44.2980s,-27d47m25.700s,53.184575,-27.79047222222,2.22,665539.25676,SLS,G,"IR,Vis",13,0,45,6,7,0,0,0,5,0
627,ACS-GC 90046257,03h32m44.3470s,-27d47m23.890s,53.18477916667,-27.78996944444,0.95256854,285572.864020071,SLS,G,"IR,Vis",35,0,83,16,22,0,0,0,5,0
628,ACS-GC 90045378,03h32m44.4210s,-27d46m41.880s,53.1850875,-27.7783,0.21667561,64957.7137105494,SLS,G,"IR,Vis",32,0,110,15,21,0,0,0,5,0
629,CANDELS J033244.56-274623.5,03h32m44.5460s,-27d46m23.690s,53.18560833333,-27.77324722222,7.4281045269206,2226889.71440645,PSE,G,"IR,Vis",25,0,69,13,17,0,0,0,5,0
630,CANDELS J033244.57-274620.0,03h32m44.5660s,-27d46m20.020s,53.18569166667,-27.77222777778,0.403196,120875.119895768,PUN,G,"IR,Vis",15,0,65,7,8,0,0,0,5,0
631,CANDELS J033244.61-274632.1,03h32m44.6210s,-27d46m32.220s,53.18592083333,-27.77561666667,1.42552338,427361.158026668,SLS,G,"IR,Vis",37,0,112,20,26,0,0,0,5,0
632,COMBO-17 32263,03h32m44.6350s,-27d48m28.640s,53.18597916667,-27.80795555556,1.296,388531.025568,PUN,G,Vis,9,0,45,2,5,0,0,0,5,0
633,CANDELS J033244.64-274702.3,03h32m44.6430s,-27d47m02.310s,53.1860125,-27.783975,2.51612101,754314.102213343,SLS,G,"IR,Vis",24,0,69,9,16,0,0,0,5,0
634,CANDELS J033244.65-274807.8,03h32m44.6520s,-27d48m07.990s,53.18605,-27.80221944444,2.8071589585,841565.084165435,SLS,G,"IR,Vis",17,0,55,7,9,0,0,0,5,0
635,COMBO-17 33335,03h32m44.7440s,-27d47m53.720s,53.18643333333,-27.79825555556,1.084,324975.024472,PUN,G,Vis,10,0,51,2,5,0,0,0,5,0
636,CANDELS J033244.77-274654.9,03h32m44.7710s,-27d46m55.200s,53.18654583333,-27.782,1.552021,465284.190457618,S1L,G,"IR,Vis",24,0,97,13,17,0,0,0,5,0
637,CANDELS J033244.78-274752.2,03h32m44.7720s,-27d47m52.440s,53.18655,-27.7979,0.96051883,287956.301000984,SLS,G,"IR,Vis",19,0,45,9,11,0,0,0,5,0
638,CANDELS J033244.77-274809.0,03h32m44.7720s,-27d48m09.220s,53.18655,-27.80256111111,0.985784,295530.608417072,PUN,G,"IR,Vis",14,0,37,6,9,0,0,0,5,0
639,CANDELS J033244.79-274813.2,03h32m44.7820s,-27d48m13.220s,53.18659166667,-27.80367222222,1.9877800997,595921.482052548,SLS,G,"IR,Vis",16,0,59,8,9,0,0,0,5,0
640,CANDELS J033245.05-274752.9,03h32m45.0470s,-27d47m53.080s,53.18769583333,-27.79807777778,0.66673561,199882.307358029,SLS,G,"IR,Vis",24,0,85,12,16,0,0,0,5,0
641,ACS-GC 90043835,03h32m45.0740s,-27d46m21.450s,53.18780833333,-27.772625,0.1315,39422.708227,UUN,G,"IR,Vis",23,0,56,8,13,0,0,0,5,0
642,EIS J033245.08-274739.0,03h32m45.0740s,-27d47m38.650s,53.18780833333,-27.79406944444,0.34580145,103668.666675464,SLS,G,"IR,Vis,Xray",38,0,111,15,22,0,0,0,5,0
643,CANDELS J033245.10-274630.4,03h32m45.1090s,-27d46m30.390s,53.18795416667,-27.77510833333,0.966776,289832.153375408,PUN,G,"IR,Vis",16,0,37,6,10,0,0,0,5,0
644,CANDELS J033245.14-274744.6,03h32m45.1340s,-27d47m44.720s,53.18805833333,-27.79575555556,0.42443025,127240.987897054,SLS,G,"IR,Vis",22,0,80,10,14,0,0,0,5,0
645,CANDELS J033245.20-274756.8,03h32m45.2020s,-27d47m56.940s,53.18834166667,-27.79915,0.2660539028236,79760.9534879802,SLS,G,"IR,Vis",18,0,55,7,10,0,0,0,5,0
646,CANDELS J033245.20-274732.4,03h32m45.2070s,-27d47m32.450s,53.1883625,-27.79234722222,0.984468,295136.081542344,PUN,*,"IR,Vis",16,0,47,5,7,0,0,0,5,0
647,CANDELS J033245.24-274643.7,03h32m45.2450s,-27d46m43.620s,53.18852083333,-27.77878333333,0.8354,250446.6194132,PUN,G,"IR,Vis",16,0,71,8,9,0,0,0,5,0
648,CANDELS J033245.30-274807.9,03h32m45.3010s,-27d48m08.100s,53.18875416667,-27.80225,0.90798,272205.55601484,PUN,G,"IR,Vis",16,0,37,7,11,0,0,0,5,0
649,CANDELS J033245.37-274803.5,03h32m45.3690s,-27d48m03.560s,53.1890375,-27.80098888889,0.1836915873153,55069.3524751754,SLS,G,"IR,Vis",18,0,54,7,10,0,0,0,5,0
650,CANDELS J033245.47-274736.3,03h32m45.4740s,-27d47m36.350s,53.189475,-27.79343055556,1.1045,331120.769861,PUN,G,"IR,Vis",15,0,46,6,9,0,0,0,5,0
651,CANDELS J033245.56-274751.4,03h32m45.5550s,-27d47m51.570s,53.1898125,-27.79765833333,1.1294,338585.6020652,PUN,G,"IR,Vis",14,0,37,5,8,0,0,0,5,0
652,CANDELS J033245.68-274655.1,03h32m45.6770s,-27d46m55.210s,53.19032083333,-27.78200277778,1.29652869,388689.52284262,SLS,G,"IR,Vis",27,0,84,14,18,0,0,0,5,0
653,CANDELS J033245.69-274647.8,03h32m45.7000s,-27d46m47.840s,53.19041666667,-27.77995555556,0.996296,298682.026735568,PUN,G,"IR,Vis",18,0,51,9,11,0,0,0,5,0
654,CANDELS J033245.78-274812.8,03h32m45.7740s,-27d48m12.960s,53.190725,-27.8036,0.5337,159999.2348346,SLS,G,"IR,Vis,Xray",42,0,111,19,27,0,0,0,5,0
655,CANDELS J033245.78-274640.9,03h32m45.7800s,-27d46m41.050s,53.19075,-27.77806944444,3.0043,900666.4815694,S1L,G,"IR,Vis",20,0,59,13,16,0,0,0,5,0
656,CANDELS J033245.96-274721.0,03h32m45.9560s,-27d47m21.150s,53.19148333333,-27.78920833333,2.58671834,775478.64930228,SLS,G,"IR,Vis",21,0,46,10,16,0,0,0,5,0
657,CANDELS J033245.96-274719.1,03h32m45.9570s,-27d47m19.360s,53.1914875,-27.78871111111,1.34088209,401986.337649277,SLS,G,"IR,Vis",17,0,47,8,10,0,0,0,5,0
658,GMASS 0793,03h32m45.9830s,-27d46m57.710s,53.19159583333,-27.78269722222,1.29529377,388319.303140387,SLS,G,"IR,Vis",26,0,54,13,17,0,0,0,5,0
659,VUDS 0530043970,03h32m46.0090s,-27d47m06.240s,53.19170416667,-27.78506666667,1.0791,323506.0414278,PUN,G,"IR,Vis",19,0,54,9,10,0,0,0,5,0
660,CANDELS J033246.09-274713.8,03h32m46.0960s,-27d47m13.940s,53.19206666667,-27.78720555556,1.09535614,328379.509595992,SLS,G,"IR,Vis",34,0,76,15,16,0,0,0,5,0
661,CANDELS J033246.13-274709.6,03h32m46.1370s,-27d47m09.750s,53.1922375,-27.78604166667,2.452789,735327.643265362,SUN,G,"IR,Vis",24,0,76,14,18,0,0,0,5,0
662,CANDELS J033246.16-274752.3,03h32m46.1370s,-27d47m52.080s,53.1922375,-27.7978,1.221,366046.591218,SLS,G,"IR,Vis",16,0,44,5,10,0,0,0,5,0
663,CANDELS J033246.44-274809.4,03h32m46.4250s,-27d48m09.520s,53.1934375,-27.80264444444,0.5068072903033,151937.003292346,SLS,G,"IR,Vis",15,0,45,7,9,0,0,0,5,0
664,CANDELS J033246.48-274727.2,03h32m46.4890s,-27d47m27.230s,53.19370416667,-27.79089722222,0.52230584,156583.351601355,SLS,G,"IR,Vis",23,0,89,13,15,0,0,0,5,0
