No.,Object Name,RA-s,Dec-s,RA,Dec,Redshift (z),cz,z flag,Phys Type,EM Region,Reference,Note,Photometry,Position,Redshift,Diameter,Distances,Classification,Images,Spectra
238,EIS J033235.81-274549.2,03h32m35.8010s,-27d45m49.050s,53.14917083333,-27.763625,0.73759741,221126.140558334,SLS,G,"IR,Vis",33,0,83,19,26,0,0,0,5,0
239,GMASS 0894,03h32m35.8130s,-27d46m43.810s,53.14922083333,-27.77883611111,1.85166094,555113.98458519,SLS,G,"IR,Vis",38,0,104,22,27,0,0,0,5,0
240,GMASS 0656,03h32m35.8310s,-27d47m18.710s,53.14929583333,-27.78853055556,1.90605901,571422.115700947,SLS,G,"IR,Vis,Xray",46,0,98,26,31,0,0,0,5,0
241,VUDS 0530040819,03h32m35.9070s,-27d48m17.240s,53.1496125,-27.80478888889,2.628697,788063.534967226,SUN,G,Vis,20,0,54,8,11,0,0,0,5,0
242,CANDELS J033235.94-274705.9,03h32m35.9500s,-27d47m06.070s,53.14979166667,-27.78501944444,0.21861549,65539.2751039744,SLS,G,"IR,Vis",20,0,78,10,13,0,0,0,5,0
243,CANDELS J033235.96-274714.8,03h32m35.9500s,-27d47m14.940s,53.14979166667,-27.78748333333,0.919744,275732.314490752,PUN,*,"IR,Vis",20,0,68,7,12,0,0,0,5,0
244,EIS J033235.99-274812.0,03h32m35.9560s,-27d48m11.870s,53.14981666667,-27.80329722222,0.60510112,181404.752103353,SLS,G,"IR,Vis,Xray",50,0,109,23,32,0,0,0,5,0
245,CANDELS J033235.98-274725.6,03h32m35.9710s,-27d47m25.710s,53.14987916667,-27.790475,2.643,792351.466494,SUN,G,"IR,Vis",23,0,78,9,14,0,0,0,5,0
246,COMBO-17 33872,03h32m36.0040s,-27d47m38.110s,53.15001666667,-27.79391944444,0.42410137,127142.392153467,SLS,G,"IR,Vis",18,0,71,8,12,0,0,0,5,0
247,CANDELS J033236.02-274910.7,03h32m36.0170s,-27d49m10.680s,53.15007083333,-27.81963333333,3.4676165504,1039565.2890459,SLS,G,"IR,Vis",19,0,41,14,12,0,0,0,5,0
248,CANDELS J033236.12-274701.9,03h32m36.1210s,-27d47m01.980s,53.15050416667,-27.78388333333,0.21879963,65594.4788871905,SLS,G,"IR,Vis",22,0,98,11,17,0,0,0,5,0
249,CANDELS J033236.14-274834.2,03h32m36.1390s,-27d48m34.270s,53.15057916667,-27.80951944444,0.819,245530.023102,PUN,G,"IR,Vis",14,0,27,5,11,0,0,0,5,0
250,EIS J033236.16-274617.6,03h32m36.1420s,-27d46m17.690s,53.15059166667,-27.77158055556,0.21825336,65430.7112611589,SLS,G,"IR,UV,Vis",36,0,83,15,20,0,0,0,5,0
251,ASPECS 3 mm.12,03h32m36.1710s,-27d46m27.700s,53.1507125,-27.77436111111,1.09807998,329196.096284791,SLS,G,"IR,Radio,Vis,Xray",41,0,120,24,28,0,0,0,5,0
252,CANDELS J033236.19-274722.7,03h32m36.1810s,-27d47m22.780s,53.15075416667,-27.78966111111,0.22714561,68096.5407458094,SLS,G,"IR,Vis",22,0,69,10,15,0,0,0,5,0
253,CANDELS J033236.19-274536.5,03h32m36.1920s,-27d45m36.590s,53.1508,-27.76016388889,0.539772,161819.574639576,PUN,G,"IR,Vis",22,0,68,11,12,0,0,0,5,0
254,CANDELS J033236.25-274638.3,03h32m36.2500s,-27d46m38.430s,53.15104166667,-27.77734166667,0.73615793,220694.595310892,SLS,G,"IR,Vis",25,0,101,13,18,0,0,0,5,0
255,CANDELS J033236.23-274829.6,03h32m36.2540s,-27d48m29.670s,53.15105833333,-27.80824166667,2.655,795948.97599,PUN,G,"IR,Vis",13,0,30,4,7,0,0,0,5,0
256,CANDELS J033236.28-274820.0,03h32m36.2780s,-27d48m20.070s,53.15115833333,-27.805575,0.66449566,199210.787241732,SLS,G,"IR,Vis",26,0,76,11,17,0,0,0,5,0
257,CANDELS J033236.28-274755.3,03h32m36.2810s,-27d47m55.150s,53.15117083333,-27.79865277778,0.60507886,181398.078723238,SLS,G,"IR,Vis",32,0,99,14,21,0,0,0,5,0
258,CANDELS J033236.29-274622.2,03h32m36.2820s,-27d46m22.160s,53.151175,-27.77282222222,0.60550229,181525.019843729,SLS,G,"IR,Vis",28,0,87,13,19,0,0,0,5,0
259,CANDELS J033236.29-274722.1,03h32m36.2860s,-27d47m22.350s,53.15119166667,-27.78954166667,0.42388867,127078.626297651,SLS,G,"IR,Vis",21,0,60,9,12,0,0,0,5,0
260,CANDELS J033236.30-274732.6,03h32m36.3010s,-27d47m32.820s,53.15125416667,-27.79245,1.845093,553144.965708594,SUN,G,"IR,Vis",30,0,118,17,22,0,0,0,5,0
261,CANDELS J033236.29-274911.1,03h32m36.3120s,-27d49m11.010s,53.1513,-27.819725,1.63,488661.70654,PUN,G,"IR,Vis",14,0,28,5,7,0,0,0,5,0
262,ACS-GC 90044958,03h32m36.3310s,-27d46m00.060s,53.15137916667,-27.76668333333,0.89398364,268009.552847387,SLS,G,"IR,Vis",44,0,118,24,29,0,0,0,5,0
263,CANDELS J033236.35-274909.7,03h32m36.3630s,-27d49m09.610s,53.1515125,-27.81933611111,1.2081245336283,362186.623506532,SLS,G,"IR,Vis",15,0,28,6,10,0,0,0,5,0
264,CANDELS J033236.37-274813.2,03h32m36.3660s,-27d48m13.000s,53.151525,-27.80361111111,2.13,638557.93554,SLS,G,"IR,Vis",17,0,45,6,9,0,0,0,5,0
265,CANDELS J033236.36-274543.2,03h32m36.3670s,-27d45m43.280s,53.15152916667,-27.76202222222,0.4246097,127294.785653643,SLS,G,"IR,Vis",32,0,111,16,17,0,0,0,5,0
266,CANDELS J033236.37-274758.5,03h32m36.3690s,-27d47m58.710s,53.1515375,-27.79964166667,1.42651999,427659.934188235,SLS,G,"IR,Vis",24,0,87,12,15,0,0,0,5,0
267,CANDELS J033236.40-274540.6,03h32m36.3850s,-27d45m40.720s,53.15160416667,-27.76131111111,0.99296604,297683.729842126,SLS,G,"IR,Vis",23,0,54,11,19,0,0,0,5,0
268,CANDELS J033236.39-274839.1,03h32m36.3930s,-27d48m39.170s,53.1516375,-27.81088055556,2.31547883,694163.089892664,SLS,G,"IR,Vis",20,0,54,8,13,0,0,0,5,0
269,CANDELS J033236.41-274548.4,03h32m36.4080s,-27d45m48.430s,53.1517,-27.76345277778,1.1873,355943.5853834,PUN,G,"IR,Vis",16,0,52,6,9,0,0,0,5,0
270,CANDELS J033236.42-274750.6,03h32m36.4210s,-27d47m50.620s,53.15175416667,-27.79739444444,0.12691936,38049.4669021869,SLS,G,"IR,Vis",30,0,104,13,20,0,0,0,5,0
271,ACS-GC 90045953,03h32m36.4360s,-27d46m58.300s,53.15181666667,-27.78286111111,0.84409813,253054.253185904,SLS,G,"IR,Vis",39,0,103,18,24,0,0,0,5,0
272,CANDELS J033236.44-274655.0,03h32m36.4390s,-27d46m55.070s,53.15182916667,-27.78196388889,0.89380098,267954.792757009,SLS,G,"IR,Vis",30,0,109,17,21,0,0,0,5,0
273,CANDELS J033236.46-274852.7,03h32m36.4630s,-27d48m52.650s,53.15192916667,-27.814625,0.6746754273838,202262.60472759,SLS,G,"IR,Vis",14,0,28,5,9,0,0,0,5,0
274,CANDELS J033236.51-274540.1,03h32m36.5300s,-27d45m40.320s,53.15220833333,-27.7612,2.582521,774220.318426618,SLS,G,"IR,Vis",13,0,28,5,8,0,0,0,5,0
275,CANDELS J033236.54-274732.9,03h32m36.5390s,-27d47m33.110s,53.15224583333,-27.79253055556,1.54203543,462290.591882787,SLS,G,"IR,Vis",25,0,102,14,19,0,0,0,5,0
276,CANDELS J033236.54-274612.3,03h32m36.5500s,-27d46m12.330s,53.15229166667,-27.77009166667,1.84751487,553871.02406885,SLS,G,"IR,Vis",33,0,96,18,26,0,0,0,5,0
277,CANDELS J033236.54-274716.7,03h32m36.5500s,-27d47m16.710s,53.15229166667,-27.787975,2.31638321,694434.21619583,SLS,G,"IR,Vis",22,0,86,11,13,0,0,0,5,0
278,CANDELS J033236.55-274640.6,03h32m36.5540s,-27d46m40.460s,53.15230833333,-27.77790555556,1.41333739,423707.890131405,SLS,G,"IR,Vis",28,0,69,16,24,0,0,0,5,0
279,ACS-GC 90043469,03h32m36.5630s,-27d45m42.760s,53.15234583333,-27.76187777778,0.52276149,156719.952034842,SLS,G,"IR,Vis",21,0,61,11,14,0,0,0,5,0
280,CANDELS J033236.58-274818.7,03h32m36.5770s,-27d48m18.830s,53.15240416667,-27.80523055556,0.54597,163677.68829426,PUN,G,"IR,Vis",20,0,59,9,11,0,0,0,5,0
281,CANDELS J033236.61-274801.3,03h32m36.6020s,-27d48m01.290s,53.15250833333,-27.80035833333,1.42565371,427400.229977719,SLS,G,"IR,Vis",27,0,94,14,20,0,0,0,5,0
282,ACS-GC 90045711,03h32m36.6200s,-27d46m10.290s,53.15258333333,-27.769525,0.3368436,100983.170805569,SLS,G,"IR,Vis",29,0,99,14,20,0,0,0,5,0
283,CANDELS J033236.61-274737.8,03h32m36.6210s,-27d47m37.820s,53.1525875,-27.79383888889,3.115053,933869.395670274,SUN,G,"IR,Vis",27,0,104,13,18,0,0,0,5,0
284,CANDELS J033236.64-274744.2,03h32m36.6470s,-27d47m44.370s,53.15269583333,-27.79565833333,0.236,70751.020088,PUN,G,"IR,Vis",20,0,85,10,14,0,0,0,5,0
285,CANDELS J033236.66-274657.7,03h32m36.6570s,-27d46m57.810s,53.1527375,-27.782725,0.76546846,229481.671144875,SLS,G,"IR,Vis",31,0,90,15,23,0,0,0,5,0
286,CANDELS J033236.68-274648.4,03h32m36.6720s,-27d46m48.470s,53.1528,-27.78013055556,1.86308554,558538.993500857,SLS,G,"IR,Vis",28,0,89,15,19,0,0,0,5,0
287,CANDELS J033236.69-274820.7,03h32m36.6920s,-27d48m20.960s,53.15288333333,-27.80582222222,0.135,40471.98183,PUN,G,"IR,Vis",17,0,67,7,9,0,0,0,5,0
288,CANDELS J033236.69-274620.9,03h32m36.6940s,-27d46m21.010s,53.15289166667,-27.77250277778,1.84819226,554074.100481975,SLS,G,"IR,Vis",28,0,69,17,21,0,0,0,5,0
289,EIS J033236.76-274843.7,03h32m36.7430s,-27d48m43.500s,53.15309583333,-27.81208333333,0.21460319,64336.417824741,SLS,G,"IR,Vis",34,0,76,13,23,0,0,0,5,0
290,COMBO-17 33495,03h32m36.7570s,-27d47m49.280s,53.15315416667,-27.79702222222,0.7508,225084.1774664,PUN,G,Vis,10,0,40,3,5,0,0,0,5,0
291,S-CANDELS J033236.81-274922.3,03h32m36.7940s,-27d49m22.270s,53.15330833333,-27.82285277778,1.023,306687.684534,PUN,G,"IR,Vis",7,0,51,4,4,0,0,0,5,0
292,CANDELS J033236.81-274558.0,03h32m36.8256s,-27d45m58.028s,53.15344,-27.76611888889,3.806296,1141098.83371557,SUN,G,"IR,Vis",42,0,87,26,31,0,0,0,5,0
293,CANDELS J033236.84-274610.0,03h32m36.8340s,-27d46m10.020s,53.153475,-27.76945,0.62260042,186650.910263632,SLS,G,"IR,Vis",23,0,68,13,16,0,0,0,5,0
294,CANDELS J033236.87-274832.1,03h32m36.8690s,-27d48m32.300s,53.15362083333,-27.80897222222,0.36688678,109989.889583905,SLS,G,"IR,Vis",26,0,94,11,15,0,0,0,5,0
295,CANDELS J033236.87-274604.1,03h32m36.8740s,-27d46m04.070s,53.15364166667,-27.76779722222,0.60493626,181355.328318727,SLS,G,"IR,Vis",23,0,62,14,18,0,0,0,5,0
296,CANDELS J033236.89-274726.1,03h32m36.8940s,-27d47m26.090s,53.153725,-27.79058055556,1.31746971,394967.482701447,SLS,G,"IR,Vis",36,0,89,15,24,0,0,0,5,0
297,VUDS 0530047525,03h32m36.8970s,-27d45m49.670s,53.1537375,-27.76379722222,0.76530206,229431.785679863,SLS,G,"IR,Vis",21,0,68,13,16,0,0,0,5,0
298,CANDELS J033236.91-274602.3,03h32m36.9170s,-27d46m02.400s,53.15382083333,-27.76733333333,2.31608,694343.31612464,SUN,G,"IR,Vis",29,0,81,15,22,0,0,0,5,0
299,CANDELS J033236.93-274653.9,03h32m36.9190s,-27d46m53.860s,53.15382916667,-27.78162777778,1.22282091,366592.486302697,SLS,G,"IR,Vis",24,0,67,15,17,0,0,0,5,0
300,CANDELS J033236.95-274916.2,03h32m36.9520s,-27d49m16.150s,53.15396666667,-27.82115277778,3.015,903874.26087,SUN,G,"IR,Vis",19,0,46,10,10,0,0,0,5,0
301,CANDELS J033236.95-274615.5,03h32m36.9530s,-27d46m15.560s,53.15397083333,-27.77098888889,0.83230296,249518.150179076,SLS,G,"IR,Vis",26,0,101,15,20,0,0,0,5,0
302,CANDELS J033237.02-274857.3,03h32m37.0320s,-27d48m57.370s,53.1543,-27.81593611111,0.919911,275782.379831238,PUN,G,"IR,Vis",20,0,72,9,14,0,0,0,5,0
303,CANDELS J033237.05-274917.3,03h32m37.0380s,-27d49m17.300s,53.154325,-27.82147222222,1.144904,343233.584334032,SUN,G,"IR,Vis",20,0,68,9,16,0,0,0,5,0
304,CANDELS J033237.06-274814.5,03h32m37.0560s,-27d48m14.610s,53.1544,-27.80405833333,3.5029077,1050145.30953013,SLS,G,"IR,Vis",25,0,94,12,15,0,0,0,5,0
305,CANDELS J033237.07-274617.1,03h32m37.0740s,-27d46m17.220s,53.154475,-27.77145,2.22633205,667437.557593679,SLS,G,"IR,Vis",48,0,106,28,37,0,0,0,5,0
306,CANDELS J033237.10-274803.9,03h32m37.0970s,-27d48m03.950s,53.15457083333,-27.80109722222,0.33865253,101525.474376619,SLS,G,"IR,Vis",23,0,90,10,16,0,0,0,5,0
307,EIS J033237.12-274735.8,03h32m37.1030s,-27d47m35.680s,53.15459583333,-27.79324444444,0.23183258,69501.6590026816,SLS,G,"IR,UV,Vis,Xray",32,0,93,16,21,0,0,0,5,0
308,GMASS 0220,03h32m37.1830s,-27d48m33.810s,53.15492916667,-27.80939166667,1.85028468,554701.392216943,SLS,G,"IR,Vis,Xray",40,0,82,16,26,0,0,0,5,0
309,CANDELS J033237.16-274527.8,03h32m37.1860s,-27d45m27.920s,53.15494166667,-27.75775555556,4.25,1274117.9465,PUN,G,"IR,Vis",11,0,40,6,5,0,0,0,5,0
310,CANDELS J033237.19-274608.0,03h32m37.1890s,-27d46m08.050s,53.15495416667,-27.76890277778,1.09623716,328643.632747339,SLS,G,"IR,Vis,Xray",64,0,145,21,34,0,0,0,5,0
311,CANDELS J033237.19-274825.9,03h32m37.1960s,-27d48m25.690s,53.15498333333,-27.80713611111,0.988649,296389.513809242,PUN,G,"IR,Vis",18,0,45,6,7,0,0,0,5,0
312,CANDELS J033237.22-274935.3,03h32m37.2350s,-27d49m35.170s,53.15514583333,-27.82643611111,2.3170810861055,694643.434188877,SLS,G,"IR,Vis",14,0,66,6,8,0,0,0,5,0
313,EIS J033237.27-274610.5,03h32m37.2580s,-27d46m10.330s,53.15524166667,-27.76953611111,0.73635515,220753.720379459,SLS,G,"IR,Vis",41,0,101,20,28,0,0,0,5,0
314,CANDELS J033237.25-274831.5,03h32m37.2600s,-27d48m31.560s,53.15525,-27.80876666667,1.13486726,340224.645379125,SLS,G,"IR,Vis",18,0,49,8,11,0,0,0,5,0
315,ASPECS MP.3 mm.01,03h32m37.2940s,-27d45m57.870s,53.15539166667,-27.766075,1.09618313,328627.434960834,SLS,G,"IR,Radio,Vis",39,0,116,19,25,0,0,0,5,0
316,CANDELS J033237.29-274933.9,03h32m37.3000s,-27d49m33.880s,53.15541666667,-27.82607777778,0.605069,181395.122769602,SUN,G,"IR,Vis",14,0,38,6,9,0,0,0,5,0
317,CANDELS J033237.40-274741.6,03h32m37.4010s,-27d47m41.870s,53.1558375,-27.79496388889,1.09593375,328552.672717657,SLS,G,"IR,Vis",35,0,109,17,23,0,0,0,5,0
318,CANDELS J033237.42-274622.5,03h32m37.4140s,-27d46m22.570s,53.15589166667,-27.77293611111,1.09972757,329690.031340667,SLS,G,"IR,Vis",25,0,106,15,18,0,0,0,5,0
319,CANDELS J033237.41-274919.9,03h32m37.4140s,-27d49m19.980s,53.15589166667,-27.82221666667,0.665235,199432.43579763,SUN,G,"IR,Vis",20,0,96,11,15,0,0,0,5,0
320,CANDELS J033237.45-274615.4,03h32m37.4370s,-27d46m15.440s,53.1559875,-27.77095555556,1.847925,553993.97794965,SUN,G,"IR,Vis",25,0,67,12,16,0,0,0,5,0
321,CANDELS J033237.45-274541.8,03h32m37.4580s,-27d45m41.890s,53.156075,-27.76163611111,2.079145,623311.99008841,S1L,G,"IR,Vis",21,0,66,11,14,0,0,0,5,0
322,CANDELS J033237.49-274526.5,03h32m37.4900s,-27d45m26.560s,53.15620833333,-27.75737777778,0.84596207,253613.048340068,SLS,G,"IR,Vis",23,0,73,13,16,0,0,0,5,0
323,CANDELS J033237.52-274756.3,03h32m37.5180s,-27d47m56.370s,53.156325,-27.79899166667,2.674299,801734.670636942,S1L,G,"IR,Vis",28,0,77,11,15,0,0,0,5,0
324,GALEXMSC J033237.52-274838.8,03h32m37.5250s,-27d48m38.960s,53.15635416667,-27.81082222222,0.66502123,199368.349163883,SLS,G,"IR,UV,Vis,Xray",64,1,136,28,37,0,0,0,5,0
325,VUDS 0530037593,03h32m37.5670s,-27d49m27.600s,53.15652916667,-27.82433333333,3.71682841027,1114277.12507908,SLS,G,"IR,Vis",20,0,58,8,13,0,0,0,5,0
326,CANDELS J033237.61-274744.0,03h32m37.6070s,-27d47m44.190s,53.15669583333,-27.79560833333,1.09661598,328757.200126279,SLS,G,"IR,Vis,Xray",55,0,136,25,33,0,0,0,5,0
327,CANDELS J033237.61-274923.0,03h32m37.6120s,-27d49m22.900s,53.15671666667,-27.82302777778,1.9035112925111,570658.32921266,SLS,G,"IR,Vis,Xray",22,0,50,10,14,0,0,0,5,0
328,CANDELS J033237.60-274740.2,03h32m37.6130s,-27d47m40.370s,53.15672083333,-27.79454722222,0.66413731,199103.356614408,SLS,G,"IR,Vis",26,0,74,15,22,0,0,0,5,0
329,CANDELS J033237.61-274532.1,03h32m37.6210s,-27d45m32.190s,53.15675416667,-27.75894166667,2.312803,693360.896239774,S1L,G,"IR,Vis",17,0,54,7,11,0,0,0,5,0
330,CANDELS J033237.67-274843.8,03h32m37.6740s,-27d48m43.860s,53.156975,-27.81218333333,0.66552385,199519.030849123,SLS,G,"IR,Vis",18,0,50,8,11,0,0,0,5,0
331,CANDELS J033237.69-274550.4,03h32m37.6900s,-27d45m50.480s,53.15704166667,-27.76402222222,0.42471852,127327.409068922,SLS,G,"IR,Vis",21,0,82,13,15,0,0,0,5,0
332,CANDELS J033237.71-274831.7,03h32m37.7050s,-27d48m31.630s,53.15710416667,-27.80878611111,2.006417,601508.684202986,SUN,G,"IR,Vis",24,0,84,12,15,0,0,0,5,0
333,CANDELS J033237.73-274706.9,03h32m37.7280s,-27d47m07.000s,53.1572,-27.78527777778,0.66755617,200128.305057366,SLS,G,"IR,Vis",40,0,127,22,25,0,0,0,5,0
334,CANDELS J033237.74-274754.4,03h32m37.7420s,-27d47m54.430s,53.15725833333,-27.79845277778,0.67069277,201068.634081129,SLS,G,"IR,Vis",26,0,100,13,18,0,0,0,5,0
335,CANDELS J033237.83-274756.4,03h32m37.8490s,-27d47m56.470s,53.15770416667,-27.79901944444,2.681893,804011.294562994,SUN,G,"IR,Vis",24,0,55,11,16,0,0,0,5,0
336,CANDELS J033237.85-274522.3,03h32m37.8570s,-27d45m22.440s,53.1577375,-27.75623333333,0.90693751,271893.0253753,SLS,G,"IR,Vis",20,0,53,11,16,0,0,0,5,0
337,CANDELS J033237.88-274639.2,03h32m37.8660s,-27d46m39.200s,53.157775,-27.77755555556,2.775481,832068.271122298,SUN,G,"IR,Vis",22,0,63,11,16,0,0,0,5,0
338,ACS-GC 90042869,03h32m37.8870s,-27d45m18.770s,53.1578625,-27.75521388889,0.90705401,271927.951196657,SLS,G,"IR,Vis",27,0,85,14,18,0,0,0,5,0
339,GMASS 0167,03h32m37.8870s,-27d48m52.870s,53.1578625,-27.81468611111,2.57483865,771917.207836902,SLS,G,"IR,Vis",21,0,66,9,13,0,0,0,5,0
340,CANDELS J033237.89-274508.0,03h32m37.8930s,-27d45m08.030s,53.1578875,-27.75223055556,0.966496,289748.211487168,PUN,G,"IR,Vis",20,0,66,8,14,0,0,0,5,0
341,EIS J033237.94-274609.2,03h32m37.9220s,-27d46m09.080s,53.15800833333,-27.76918888889,-0.00234249,-702.26083494042,SLS,G,"IR,UV,Vis",34,0,97,11,12,0,0,0,5,0
342,EIS J033237.98-274652.1,03h32m37.9600s,-27d46m51.990s,53.15816666667,-27.78110833333,0.61973999,185793.374922995,SLS,G,"IR,UV,Vis",46,0,112,25,28,0,0,0,5,0
343,CANDELS J033237.98-274638.8,03h32m37.9790s,-27d46m38.920s,53.15824583333,-27.77747777778,1.55009043,464705.420131977,SLS,G,"IR,Vis",28,0,66,17,21,0,0,0,5,0
344,CANDELS J033238.00-274741.7,03h32m37.9930s,-27d47m41.760s,53.15830416667,-27.79493333333,0.00079801,239.23737940858,SLS,*,"IR,UV,Vis",27,0,102,10,9,0,0,0,5,0
345,CANDELS J033238.02-274509.2,03h32m38.0170s,-27d45m09.290s,53.15840416667,-27.75258055556,0.990777,297027.472159866,PUN,G,"IR,Vis",10,0,26,5,5,0,0,0,5,0
346,ACS-GC 90044413,03h32m38.0930s,-27d46m13.950s,53.15872083333,-27.77054166667,0.99687401,298855.309774217,SLS,G,"IR,Vis",45,0,136,20,24,0,0,0,5,0
347,CANDELS J033238.09-274526.8,03h32m38.1070s,-27d45m26.750s,53.15877916667,-27.75743055556,1.02266776,306588.081487754,SLS,G,"IR,Vis",21,0,63,13,15,0,0,0,5,0
348,CANDELS J033238.12-274913.2,03h32m38.1190s,-27d49m13.380s,53.15882916667,-27.82038333333,0.544725,163304.44668405,SUN,G,"IR,Vis",16,0,53,7,10,0,0,0,5,0
349,CANDELS J033238.15-274513.3,03h32m38.1490s,-27d45m13.300s,53.15895416667,-27.75369444444,0.7684,230360.5247272,SLS,G,"IR,Vis",24,0,50,11,19,0,0,0,5,0
350,GMASS 0178,03h32m38.2070s,-27d48m49.400s,53.15919583333,-27.81372222222,1.768039,530044.757649862,SUN,G,"IR,Vis",28,0,86,15,20,0,0,0,5,0
351,CANDELS J033238.25-274502.3,03h32m38.2630s,-27d45m02.320s,53.15942916667,-27.75064444444,1.4,419709.4412,PUN,G,"IR,Vis",9,0,24,3,6,0,0,0,5,0
352,CANDELS J033238.30-274848.4,03h32m38.3070s,-27d48m48.350s,53.1596125,-27.81343055556,1.09579496,328511.064522412,SLS,G,"IR,Vis",20,0,46,10,14,0,0,0,5,0
353,CANDELS J033238.33-274544.2,03h32m38.3390s,-27d45m44.290s,53.15974583333,-27.76230277778,1.34082176,401968.251170286,SLS,G,"IR,Vis",27,0,103,13,17,0,0,0,5,0
354,CANDELS J033238.35-274825.7,03h32m38.3500s,-27d48m25.820s,53.15979166667,-27.80717222222,1.41290674,423578.784509367,SLS,G,"IR,Vis",22,0,76,13,16,0,0,0,5,0
355,ACS-GC 90045623,03h32m38.3630s,-27d46m00.690s,53.15984583333,-27.76685833333,1.03696749,310875.03269319,SLS,G,"IR,Vis",33,0,115,17,21,0,0,0,5,0
356,CANDELS J033238.40-274615.6,03h32m38.3990s,-27d46m15.570s,53.15999583333,-27.77099166667,1.847324,553813.802682392,S1L,G,"IR,Vis",27,0,64,16,20,0,0,0,5,0
357,CANDELS J033238.39-274851.9,03h32m38.4040s,-27d48m51.860s,53.16001666667,-27.81440555556,0.27710141,83072.9128191658,SLS,G,"IR,Vis,Xray",17,0,43,9,10,0,0,0,5,0
358,CANDELS J033238.39-274829.0,03h32m38.4050s,-27d48m28.900s,53.16002083333,-27.80802777778,1.412154,423353.118734532,S1L,G,"IR,Vis",23,0,74,10,16,0,0,0,5,0
359,CANDELS J033238.40-274824.7,03h32m38.4090s,-27d48m24.880s,53.1600375,-27.80691111111,0.3663996,109843.836694217,SLS,G,"IR,Vis",19,0,57,8,12,0,0,0,5,0
360,CANDELS J033238.41-274634.8,03h32m38.4100s,-27d46m35.070s,53.16004166667,-27.77640833333,2.5427571,762299.401105952,SLS,G,"IR,Vis",29,0,83,13,24,0,0,0,5,0
361,ACS-GC 90042794,03h32m38.4280s,-27d46m31.940s,53.16011666667,-27.77553888889,0.62273998,186692.749299071,SLS,G,"IR,Vis",39,0,125,17,24,0,0,0,5,0
362,CANDELS J033238.44-274609.4,03h32m38.4330s,-27d46m09.590s,53.1601375,-27.76933055556,1.03673335,310804.839287074,SLS,G,"IR,Vis",28,0,93,15,18,0,0,0,5,0
363,CANDELS J033238.46-274931.8,03h32m38.4670s,-27d49m31.770s,53.16027916667,-27.82549166667,0.667562,200130.052847396,SUN,G,"IR,Vis",25,0,84,10,15,0,0,0,5,0
364,ACS-GC 90043350,03h32m38.4830s,-27d47m02.440s,53.16034583333,-27.78401111111,0.95356861,285872.677463543,SLS,G,"IR,Vis",50,0,135,20,33,0,0,0,5,0
365,ACS-GC 90043934,03h32m38.4990s,-27d47m25.310s,53.1604125,-27.79036388889,1.60984727,482620.07007789,SLS,G,"IR,Vis",36,0,106,17,24,0,0,0,5,0
366,CANDELS J033238.51-274710.6,03h32m38.5070s,-27d47m10.640s,53.16044583333,-27.78628888889,0.97977892,293730.330723385,SLS,G,"IR,Vis",24,0,68,14,18,0,0,0,5,0
367,CANDELS J033238.54-274723.0,03h32m38.5430s,-27d47m23.180s,53.16059583333,-27.78977222222,1.09572953,328491.449101885,SLS,G,"IR,Vis,Xray",32,0,107,13,22,0,0,0,5,0
368,CANDELS J033238.56-274909.0,03h32m38.5680s,-27d49m08.950s,53.1607,-27.81915277778,3.85,1154200.9633,PUN,G,"IR,Vis",19,0,46,10,10,0,0,0,5,0
369,CANDELS J033238.56-274517.1,03h32m38.5770s,-27d45m17.030s,53.1607375,-27.75473055556,1.4299,428673.2356942,PUN,G,Vis,11,0,35,6,4,0,0,0,5,0
370,CANDELS J033238.57-274858.6,03h32m38.5790s,-27d48m58.590s,53.16074583333,-27.816275,0.52167989,156395.69651227,SLS,G,"IR,Vis",24,0,51,11,17,0,0,0,5,0
371,CANDELS J033238.58-274746.4,03h32m38.5840s,-27d47m46.430s,53.16076666667,-27.79623055556,0.43129372,129298.604438764,SLS,G,Vis,21,0,70,9,14,0,0,0,5,0
372,EIS J033238.61-274631.6,03h32m38.5910s,-27d46m31.430s,53.16079583333,-27.77539722222,0.62174284,186393.814247501,SLS,G,"IR,Radio,Vis",47,2,110,22,29,0,0,0,5,0
373,CANDELS J033238.59-274842.5,03h32m38.6100s,-27d48m42.410s,53.160875,-27.81178055556,0.78239335,234555.625519354,SLS,G,"IR,Vis",17,0,48,8,10,0,0,0,5,0
374,GMASS 0712,03h32m38.6210s,-27d47m11.510s,53.16092083333,-27.78653055556,1.13479437,340202.793506861,SLS,G,"IR,Vis",32,0,107,17,23,0,0,0,5,0
375,CANDELS J033238.65-274755.9,03h32m38.6460s,-27d47m56.000s,53.161025,-27.79888888889,1.23415251,369989.61451977,SLS,G,"IR,Vis",24,0,76,12,14,0,0,0,5,0
376,CANDELS J033238.65-274947.9,03h32m38.6520s,-27d49m47.740s,53.16105,-27.82992777778,1.59,476670.00822,PUN,G,"IR,Vis",10,0,26,4,6,0,0,0,5,0
377,CANDELS J033238.65-274918.8,03h32m38.6590s,-27d49m18.790s,53.16107916667,-27.82188611111,0.668739,200482.908570462,SUN,G,"IR,Vis",22,0,85,10,16,0,0,0,5,0
378,CANDELS J033238.67-274821.8,03h32m38.6600s,-27d48m21.870s,53.16108333333,-27.806075,2.99366,897476.68981628,S1L,G,"IR,Vis",24,0,67,13,16,0,0,0,5,0
